N dis_x_std b condition H p damaged_fraction undamaged_N outputs_fraction_hlt flux_fraction_hlt n active_fraction_hlt q dis_x_avg inputs active_fraction_dis inputs_fraction undamaged_fraction flux_fraction_dis dis_y_avg order dis_y_std outputs_fraction_dis L damaged_nodes
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
400.0 0.07934920476158722 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.8666666666666667 1.0 0.9475 1.0 0.975 0.9375 0.475 1.0 0.03354101966249685 0.8 20.0 10.0
